Candidate,County,Number of Votes,Ten Percent of Vote,Tweet List
rubio,Merrimack,3062,N,"['Redistrict: Big crowd for Rubio this AM in Bow, NH. Average age seemed about 15-20 yrs younger than Kasich event last night. https://t.co/uMGYXGcX23\n', 'Redistrict: Big crowd for Rubio this AM in Bow, NH. Average age seemed about 15-20 yrs younger than Kasich event last night. https://t.co/uMGYXGcX23\n', ""MuskatMedia: Today's circus stop with #Rubio #newhampshire #tvnews #onthetrail #thecircus @ Globe Manufacturing https://t.co/JOvWfYdnZi\n"", 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', 'nhbizreport: #nhpolitics #Trump strong #Rubio surging #Cruz Carson fail  #Fiorina hope #Bush no hope #Kasich last stand #Christie back to NJ #Carson fade\n', ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", ""DraperRobert: Strong @JohnKasich crowd in Concord--though nothing like those of Trump, Cruz &amp; Rubio, perhaps bc he's not a novelty here\n"", 'AmandaPizz: Crashing a Rubio event! (@ The @BarleyHouse Restaurant &amp; Tavern in Concord, NH w/ @ndecenzo) https://t.co/SNEABKWqvc\n', ""andrewlamberson: A #MarcoRubio supporter uses the candidate's signs to show support as well as block the snow and https://t.co/DZtCiHAKXR\n"", ""andrewlamberson: A #MarcoRubio supporter uses the candidate's signs to show support as well as block the snow and https://t.co/DZtCiHAKXR\n"", 'AmandaPizz: Crashing a Rubio event! (@ The @BarleyHouse Restaurant &amp; Tavern in Concord, NH w/ @ndecenzo) https://t.co/SNEABKWqvc\n', ""andrewlamberson: A #MarcoRubio supporter uses the candidate's signs to show support as well as block the snow and https://t.co/DZtCiHAKXR\n"", ""andrewlamberson: A #MarcoRubio supporter uses the candidate's signs to show support as well as block the snow and https://t.co/DZtCiHAKXR\n"", 'AmandaPizz: Firecracker Shrimp, Lobster BLT, and Marco Rubio? Just a typical Monday in New Hampshire https://t.co/SyMtKdWXop\n', 'AmandaPizz: Firecracker Shrimp, Lobster BLT, and Marco Rubio? Just a typical Monday in New Hampshire https://t.co/SyMtKdWXop\n']"
rubio,Rockingham,8074,N,"['rodgriola: Another Marco Rubio event in NH. @ Town of Exeter, NH https://t.co/kzXHNG92jB\n', ""Bertine83: Vanochtend @Morning_Joe verwees @realDonaldTrump minstens 6 keer naar @MarcoRubio als 'the boy in the bubble' #NH2016 Heeft ook wel babyface\n"", ""Bertine83: Vanochtend @Morning_Joe verwees @realDonaldTrump minstens 6 keer naar @MarcoRubio als 'the boy in the bubble' #NH2016 Heeft ook wel babyface\n"", ""Bertine83: Vanochtend @Morning_Joe verwees @realDonaldTrump minstens 6 keer naar @MarcoRubio als 'the boy in the bubble' #NH2016 Heeft ook wel babyface\n"", ""Bertine83: Vanochtend @Morning_Joe verwees @realDonaldTrump minstens 6 keer naar @MarcoRubio als 'the boy in the bubble' #NH2016 Heeft ook wel babyface\n"", 'DimiSevastopulo: Marco Rubio introduces his family at rally in Derry, New Hampshire @ https://t.co/f7DAmwFpAL\n', 'DimiSevastopulo: Marco Rubio introduces his family at rally in Derry, New Hampshire @ https://t.co/f7DAmwFpAL\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', ""MitchEPerry: The guys at @American_Bridge mock @MarcoRubio before his first since town hall since last night's debate https://t.co/cAz3ym1STG\n"", ""MitchEPerry: The guys at @American_Bridge mock @MarcoRubio before his first since town hall since last night's debate https://t.co/cAz3ym1STG\n"", ""clewishalpern: Rubio. Move to Scandinavia if you buy Obama's vision. Says he'll unite the Republican Party and https://t.co/DxvF9pTJJE\n"", 'ChrisCamps76: All smiles on the campaign trail for Marco! #TeamMarco #ImWithMarco #StudentsforRubio https://t.co/S7oPhyRtRa\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', 'JudyBaldasaro: Rubio lied, 0 VA fired,  transfered, accountability bill failed, S1082 Accountability is still sitting in senate @realDonaldTrump\n', ""MitchEPerry: The guys at @American_Bridge mock @MarcoRubio before his first since town hall since last night's debate https://t.co/cAz3ym1STG\n"", ""MitchEPerry: The guys at @American_Bridge mock @MarcoRubio before his first since town hall since last night's debate https://t.co/cAz3ym1STG\n"", ""clewishalpern: Rubio. Move to Scandinavia if you buy Obama's vision. Says he'll unite the Republican Party and https://t.co/DxvF9pTJJE\n"", 'ChrisCamps76: All smiles on the campaign trail for Marco! #TeamMarco #ImWithMarco #StudentsforRubio https://t.co/S7oPhyRtRa\n']"
rubio,Strafford,2505,N,
rubio,Sullivan,888,N,
sanders,Belknap,6005,Y,"[""BernieMcGovern_: #TBT to an awesome weekend! @ Giuseppe's Pizzeria &amp; Ristorante https://t.co/WC4MzCFNFb\n"", ""BernieMcGovern_: #TBT to an awesome weekend! @ Giuseppe's Pizzeria &amp; Ristorante https://t.co/WC4MzCFNFb\n"", ""G_raceeeeee: First day of canvassing for the Bernie Campaign with this lovely lady. We've been awake for https://t.co/5ERVg6zHvo\n"", ""G_raceeeeee: First day of canvassing for the Bernie Campaign with this lovely lady. We've been awake for https://t.co/5ERVg6zHvo\n"", 'rubysolitaire: I voted! #berniesanders #bernie2016 #VoteTogether #Burlesquers4Bernie @ Center Harbor, New https://t.co/O2LiD3acxd\n', 'rubysolitaire: I voted! #berniesanders #bernie2016 #VoteTogether #Burlesquers4Bernie @ Center Harbor, New https://t.co/O2LiD3acxd\n', 'rubysolitaire: I voted! #berniesanders #bernie2016 #VoteTogether #Burlesquers4Bernie @ Center Harbor, New https://t.co/O2LiD3acxd\n', 'rubysolitaire: I voted! #berniesanders #bernie2016 #VoteTogether #Burlesquers4Bernie @ Center Harbor, New https://t.co/O2LiD3acxd\n']"
sanders,Carroll,5638,Y,
sanders,Cheshire,12441,Y,"[""KSCequinox: If you walk the streets of Keene, you'll see that they are getting ready for Bernie Sanders https://t.co/Q8hMArl9rm\n"", 'dcopewbz: Lining up already in Keene,NH for Bernie  #Sanders get out the vote rally. #wbz https://t.co/3BiEpLemAu\n', 'jimbutlermusic: Waiting in line with melodysparklebomb #feelthebern #berniesanders #keene @ The Colonial Theatre https://t.co/O3zftBzjs4\n', 'arhasz: Huge love for Bernie here in Keene, NH. #FeelTheBern https://t.co/rfW5FkMk2S\n', 'arhasz: Huge love for Bernie here in Keene, NH. #FeelTheBern https://t.co/rfW5FkMk2S\n', 'dcopewbz: Inside Colonial Theater in Keene, NH for Bernie Sanders rally. #wbz https://t.co/zbC5mz35po\n', 'dcopewbz: John Lennon\'s ""Power to the People"" playing at #Bernie Sanders event in Keene, New Hampshire. #wbz\n', 'dcopewbz: Neil Young\'s ""Keep on Rockin\' in the Free World"" now playing at #Bernie Sanders event in Keene, NH. #WBZ\n', 'dcopewbz: Bernie Sanders tells crowd ""it sounds to me like you want a political revolution"". #wbz https://t.co/S5QbCk2hSC\n', 'dcopewbz: #Bernie Sanders concentrates on wealth disparity during Keene, NH rally. # wbz\n', 'dcopewbz: Bernie Sanders says wall street business model is fraud. Crowd boos. #wbz\n', 'dcopewbz: Bernie Sanders says federal minimum wage is a starvation wage. Calls for $15 minimum wage as a living wage. #wbz\n', 'dcopewbz: #Bernie Sanders says public colleges and universities should be tuition free. He says we should think big. #wbz\n', ""dcopewbz: Bernie Sanders says Wall Street should pay more in taxes to pay for kids' education. #wbz\n"", ""dcopewbz: Bernie Sanders says climate change will increase the earth's temperature 5 to 10 degrees in the future. #wbz\n"", 'dcopewbz: Bernie Sanders gets biggest cheer after saying health care is a right of all people. #wbz\n', 'elizadushku: #SandersSelfie in #NH !! @BernieSanders for NEXT #POTUS PEOPLE! Such an honor to introduce https://t.co/IURkBkEX9X\n', 'mclabrownbear: I enjoyed listening to Senator Bernie Sanders talk today at the https://t.co/Ql7gO2luhQ\n', 'JamesPindell: Franklin Pierce, the only president from NH, shows up to welcome Bernie Sanders to his https://t.co/4yTM04lEaB\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'FPUAdmissions: #Repost @emjaybe95 with repostapp.\n\nFranklin Pierce university held an awesome Bernie Sanders https://t.co/s1awIchuRc\n', 'JamesPindell: Franklin Pierce, the only president from NH, shows up to welcome Bernie Sanders to his https://t.co/4yTM04lEaB\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'thecourier: As Bernie Sanders rallies in Rindge, @HillaryClinton pamphlets in parking lot slam his ""false"" statements #FITN https://t.co/ip5SQ6tPrY\n', 'FPUAdmissions: #Repost @emjaybe95 with repostapp.\n\nFranklin Pierce university held an awesome Bernie Sanders https://t.co/s1awIchuRc\n', 'jimbutlermusic: Time to vote #voting #berniesanders #bernie2016 #ballotselfie #nh #feelthebern #livefreeordie @ https://t.co/tn6JakBEfB\n', 'jimbutlermusic: Time to vote #voting #berniesanders #bernie2016 #ballotselfie #nh #feelthebern #livefreeordie @ https://t.co/tn6JakBEfB\n']"
sanders,Coos,3639,Y,
sanders,Grafton,14245,Y,"[""iamdankaufman: Seriously after watching @BernieSanders on CNN's Town Hall how could you not like https://t.co/3WvFymixNh\n""]"
sanders,Hillsborough,39245,Y,"['elizadushku: #VoteTogether #NH #Mother #Daughter #duo #FeelinTheBern ! #MamaJudy #Manchester #Bernie #mania https://t.co/QcBD86JGGe\n', 'MichaelLaRosaDC: .@BernieSanders politics and eggs event on a snowy day in Manchester #decision2016... https://t.co/7bmPRzYESP https://t.co/Z9AYNibJ04\n', ""Redistrict: Today's NH forecast: Bernie Blizzard! https://t.co/CGlGGZBDA7\n"", 'WriterEMT: Bernie &amp; Clinton supporters FREEZING their asses off for their beliefs @ Verizon Wireless Arena https://t.co/Iaw1j8lc8S\n', 'bbrewin: Light field reading. #bernie2016 @ Bernie Sanders Campaign Office - Manchester, https://t.co/gRgUlEudMV\n', 'JamesPindell: Video: Two hours before Bernie and Hillary crowd beginning to fill in and get loud #fitn @ https://t.co/yKYKWLUWgZ\n', 'JamesPindell: Video: Two hours before Bernie and Hillary crowd beginning to fill in and get loud #fitn @ https://t.co/yKYKWLUWgZ\n', 'CuntessErzsebet: At the #VZWArena for #BernieSanders in #newhampshire! #feelthebern #BernieBabe #Bernie2016 https://t.co/Zo3WeaK2mw\n', 'CuntessErzsebet: At the #VZWArena for #BernieSanders in #newhampshire! #feelthebern #BernieBabe #Bernie2016 https://t.co/Zo3WeaK2mw\n', 'MichaelLaRosaDC: .@BernieSanders politics and eggs event on a snowy day in Manchester #decision2016... https://t.co/7bmPRzYESP https://t.co/Z9AYNibJ04\n', ""Redistrict: Today's NH forecast: Bernie Blizzard! https://t.co/CGlGGZBDA7\n"", 'WriterEMT: Bernie &amp; Clinton supporters FREEZING their asses off for their beliefs @ Verizon Wireless Arena https://t.co/Iaw1j8lc8S\n', 'bbrewin: Light field reading. #bernie2016 @ Bernie Sanders Campaign Office - Manchester, https://t.co/gRgUlEudMV\n', 'JamesPindell: Video: Two hours before Bernie and Hillary crowd beginning to fill in and get loud #fitn @ https://t.co/yKYKWLUWgZ\n', 'JamesPindell: Video: Two hours before Bernie and Hillary crowd beginning to fill in and get loud #fitn @ https://t.co/yKYKWLUWgZ\n', 'CuntessErzsebet: At the #VZWArena for #BernieSanders in #newhampshire! #feelthebern #BernieBabe #Bernie2016 https://t.co/Zo3WeaK2mw\n', 'CuntessErzsebet: At the #VZWArena for #BernieSanders in #newhampshire! #feelthebern #BernieBabe #Bernie2016 https://t.co/Zo3WeaK2mw\n', 'CuntessErzsebet: #feelthebern #BernieSanders #lightbrigade #Bernie2016 #newhampshire #gotv #100clubdinner @ https://t.co/HiX2WHPlDW\n', 'CuntessErzsebet: #feelthebern #BernieSanders #lightbrigade #Bernie2016 #newhampshire #gotv #100clubdinner @ https://t.co/HiX2WHPlDW\n', 'CuntessErzsebet: #DWS @ #VZWArena for the #100clubdinner in #newhampshire #NHDP #feelthebern #BernieSanders https://t.co/Ur7JDsCSvx\n', 'LimOpinion: Hillary speech following Bernie at #NHDems2016 #AUNH2016. @ Verizon Wireless Arena https://t.co/GvWICnCN0z\n', 'LimOpinion: Hillary speech following Bernie at #NHDems2016 #AUNH2016. @ Verizon Wireless Arena https://t.co/GvWICnCN0z\n', 'ChrisBarrett: Bernie Sanders with his constituents after the 100 Club celebration dinner in New Hampshire. https://t.co/Mh2PCz4NR6\n', ""WriterEMT: Ben &amp; Jerry's rallying volunteers for Bernie Sanders, on my birthday!  Yes that's the Ben &amp; https://t.co/nHv2KlJHqS\n"", 'BoggisNews: This is not the official Bernie Sanders campaign bus. Just the RV of a really enthusiastic https://t.co/eynmtabmrc\n', 'bbrewin: cspan pays a visit! #bernie2016 #nhprimary @ Bernie Sanders Campaign Office - Manchester, https://t.co/Sdqt63cmTG\n', 'bbrewin: In fairness, a portion of the Establishment is supporting #bernie2016 @ Bernie Sanders Campaign https://t.co/YG1eNNJYqV\n', ""annabelpark: #feelthebern cookies! Amazing hot and delicious. I'm in Weare, NH with @berniesanders volunteers https://t.co/uL7ubHcseQ\n"", 'CuntessErzsebet: #feelthebern #BernieSanders #lightbrigade #Bernie2016 #newhampshire #gotv #100clubdinner @ https://t.co/HiX2WHPlDW\n', 'CuntessErzsebet: #feelthebern #BernieSanders #lightbrigade #Bernie2016 #newhampshire #gotv #100clubdinner @ https://t.co/HiX2WHPlDW\n', 'CuntessErzsebet: #DWS @ #VZWArena for the #100clubdinner in #newhampshire #NHDP #feelthebern #BernieSanders https://t.co/Ur7JDsCSvx\n', 'LimOpinion: Hillary speech following Bernie at #NHDems2016 #AUNH2016. @ Verizon Wireless Arena https://t.co/GvWICnCN0z\n', 'LimOpinion: Hillary speech following Bernie at #NHDems2016 #AUNH2016. @ Verizon Wireless Arena https://t.co/GvWICnCN0z\n', 'ChrisBarrett: Bernie Sanders with his constituents after the 100 Club celebration dinner in New Hampshire. https://t.co/Mh2PCz4NR6\n', ""WriterEMT: Ben &amp; Jerry's rallying volunteers for Bernie Sanders, on my birthday!  Yes that's the Ben &amp; https://t.co/nHv2KlJHqS\n"", 'BoggisNews: This is not the official Bernie Sanders campaign bus. Just the RV of a really enthusiastic https://t.co/eynmtabmrc\n', 'bbrewin: cspan pays a visit! #bernie2016 #nhprimary @ Bernie Sanders Campaign Office - Manchester, https://t.co/Sdqt63cmTG\n', 'bbrewin: In fairness, a portion of the Establishment is supporting #bernie2016 @ Bernie Sanders Campaign https://t.co/YG1eNNJYqV\n', ""annabelpark: #feelthebern cookies! Amazing hot and delicious. I'm in Weare, NH with @berniesanders volunteers https://t.co/uL7ubHcseQ\n"", ""MVincent11: @JaredLeto Lmfao.... isn't it? What a bunch of clowns. Make sure you watch Bernie on SNL tonight. This I'm dying to see! Xo\n"", 'ChrisBarrett: Bernie Sanders speaking at the 100 Club Celebration last night in New Hampshire.  #FeelTheBern @ https://t.co/bbInSDeemM\n', 'ChrisBarrett: Bernie Sanders speaking at the 100 Club Celebration last night in New Hampshire.  #FeelTheBern @ https://t.co/bbInSDeemM\n', 'JamesPindell: #fitn these Bernie earrings exist. @ Verizon Wireless Arena https://t.co/9tNzenTF8c\n', ""MVincent11: @JaredLeto Lmfao.... isn't it? What a bunch of clowns. Make sure you watch Bernie on SNL tonight. This I'm dying to see! Xo\n"", 'ChrisBarrett: Bernie Sanders speaking at the 100 Club Celebration last night in New Hampshire.  #FeelTheBern @ https://t.co/bbInSDeemM\n', 'ChrisBarrett: Bernie Sanders speaking at the 100 Club Celebration last night in New Hampshire.  #FeelTheBern @ https://t.co/bbInSDeemM\n', 'JamesPindell: #fitn these Bernie earrings exist. @ Verizon Wireless Arena https://t.co/9tNzenTF8c\n', 'melinamara: A Bernie Sanders sticker wearing Scottish Highlander steer walks through Manchester advocating https://t.co/sOShiHJubw\n', 'zdroberts: Feeling the Bern at Daniel Webster College in New Hampshire. #berniesanders @ Daniel Webster https://t.co/KG9b2oznd2\n', 'MitchEPerry: Folks at small Daniel Webster College in Nashua getting ready for @BernieSanders rally https://t.co/w1UayRTJ8A\n', ""CuntessErzsebet: I'm FOUR ROWS from #BernieSanders!!!! #FanGirl so hard!!!!! #BernieBabe #BernieSanders https://t.co/ongu2ELF5q\n"", 'Russianjoe88: So glad I had the opportunity to see and hear Bernie Sanders in person. Such a great event https://t.co/h0Chpfikdm\n', 'CuntessErzsebet: #afuturetobelievein #BernieSanders @ the #PalaceTheaterNH in #ManchesterNH #FeelTheBern @ The https://t.co/ulqrpjpWZc\n', 'CuntessErzsebet: #afuturetobelievein #BernieSanders @ the #PalaceTheaterNH in #ManchesterNH #FeelTheBern @ The https://t.co/ulqrpjpWZc\n', ""WriterEMT: Just outside the Bernie Sanders rally in Manchester.  Where's Moses firey tornado when they're https://t.co/7gXPXCMndJ\n"", 'jwolffnj: MANCHESTER, N.H. -- ""Bernie! Bernie!"" they chant. @ The Palace Theatre https://t.co/dBTJTdsmqS\n', 'NBCLOU: Caught up with @sensanders Senator Bernie Sanders at his #Campaign Rally in Manchester https://t.co/AZr0OoJxxo\n', 'NBCLOU: Caught up with @sensanders Senator Bernie Sanders at his #Campaign Rally in Manchester https://t.co/AZr0OoJxxo\n', '_rubendario1: Awesome time canvassing for Bernie!! #feelthebern #newhampshire #berniebros #k @ Nashua, New https://t.co/glxcNkQGt3\n', 'melinamara: A Bernie Sanders sticker wearing Scottish Highlander steer walks through Manchester advocating https://t.co/sOShiHJubw\n', 'zdroberts: Feeling the Bern at Daniel Webster College in New Hampshire. #berniesanders @ Daniel Webster https://t.co/KG9b2oznd2\n', 'MitchEPerry: Folks at small Daniel Webster College in Nashua getting ready for @BernieSanders rally https://t.co/w1UayRTJ8A\n', ""CuntessErzsebet: I'm FOUR ROWS from #BernieSanders!!!! #FanGirl so hard!!!!! #BernieBabe #BernieSanders https://t.co/ongu2ELF5q\n"", 'Russianjoe88: So glad I had the opportunity to see and hear Bernie Sanders in person. Such a great event https://t.co/h0Chpfikdm\n', 'CuntessErzsebet: #afuturetobelievein #BernieSanders @ the #PalaceTheaterNH in #ManchesterNH #FeelTheBern @ The https://t.co/ulqrpjpWZc\n', 'CuntessErzsebet: #afuturetobelievein #BernieSanders @ the #PalaceTheaterNH in #ManchesterNH #FeelTheBern @ The https://t.co/ulqrpjpWZc\n', ""WriterEMT: Just outside the Bernie Sanders rally in Manchester.  Where's Moses firey tornado when they're https://t.co/7gXPXCMndJ\n"", 'jwolffnj: MANCHESTER, N.H. -- ""Bernie! Bernie!"" they chant. @ The Palace Theatre https://t.co/dBTJTdsmqS\n', 'NBCLOU: Caught up with @sensanders Senator Bernie Sanders at his #Campaign Rally in Manchester https://t.co/AZr0OoJxxo\n', 'NBCLOU: Caught up with @sensanders Senator Bernie Sanders at his #Campaign Rally in Manchester https://t.co/AZr0OoJxxo\n', '_rubendario1: Awesome time canvassing for Bernie!! #feelthebern #newhampshire #berniebros #k @ Nashua, New https://t.co/glxcNkQGt3\n', 'andrewlamberson: Adam Vondette, a carpenter from Hillsboro, N.H. after voting for #BernieSanders during the https://t.co/IBMJbd1DqB\n', 'sabelpr: #bernie2016 #nhprimary @berniesanders @ Town of Goffstown https://t.co/1j76pyJgWo\n', 'annabelpark: Jennifer Byington, a super volunteer for the campaign, just voted @berniesanders in her polling https://t.co/k9fZTohxqF\n', ""WriterEMT: There's my vote for Bernie Sanders!  Had to show my passport since I have a temp paper license. https://t.co/OGIRU5Z1oz\n"", 'marwamorgan: #Bernie #Sanders bus in #Manchester, NH . #nhprimary #BunsNH @ Manchester, New Hampshire https://t.co/DFHGvUfRRS\n', 'NateGoonan: Vermin Supreme 2016 #iMetTrump #BernieSucks #FeelTheHeartburn #MakeAmericaGreatAgain @ Radisson https://t.co/tJSns5lEjI\n', 'NateGoonan: Vermin Supreme 2016 #iMetTrump #BernieSucks #FeelTheHeartburn #MakeAmericaGreatAgain @ Radisson https://t.co/tJSns5lEjI\n', 'mailhot_chris: Bernie&gt;everyone else&gt;trump&gt;Hillary\n', 'mailhot_chris: Bernie&gt;everyone else&gt;trump&gt;Hillary\n', 'RLCscienceboss: Mark Buckley in the Big Blue Live Free or Die Roadshow Bus. ""A lot of people think that Bernie https://t.co/rgGGukIl8D\n', 'RLCscienceboss: ""We will support Trump if we can\'t get Bernie."" Mark Buckley\'s ""Big Blue Bernie Bus"" attracted a https://t.co/9yMMqeMUqh\n', 'RLCscienceboss: ""We will support Trump if we can\'t get Bernie."" Mark Buckley\'s ""Big Blue Bernie Bus"" attracted a https://t.co/9yMMqeMUqh\n', 'RLCscienceboss: Sights and sounds from around the New Hampshire primaries included odes to Bernie, the C-SPAN https://t.co/ZYJf3chWyZ\n', ""The_Cantidates: More shameless promotion and I'll never remember his name but this guy was actually a Bernie https://t.co/VbCyfEN929\n"", 'andrewlamberson: Adam Vondette, a carpenter from Hillsboro, N.H. after voting for #BernieSanders during the https://t.co/IBMJbd1DqB\n', 'sabelpr: #bernie2016 #nhprimary @berniesanders @ Town of Goffstown https://t.co/1j76pyJgWo\n', 'annabelpark: Jennifer Byington, a super volunteer for the campaign, just voted @berniesanders in her polling https://t.co/k9fZTohxqF\n', ""WriterEMT: There's my vote for Bernie Sanders!  Had to show my passport since I have a temp paper license. https://t.co/OGIRU5Z1oz\n"", 'marwamorgan: #Bernie #Sanders bus in #Manchester, NH . #nhprimary #BunsNH @ Manchester, New Hampshire https://t.co/DFHGvUfRRS\n', 'NateGoonan: Vermin Supreme 2016 #iMetTrump #BernieSucks #FeelTheHeartburn #MakeAmericaGreatAgain @ Radisson https://t.co/tJSns5lEjI\n', 'NateGoonan: Vermin Supreme 2016 #iMetTrump #BernieSucks #FeelTheHeartburn #MakeAmericaGreatAgain @ Radisson https://t.co/tJSns5lEjI\n', 'mailhot_chris: Bernie&gt;everyone else&gt;trump&gt;Hillary\n', 'mailhot_chris: Bernie&gt;everyone else&gt;trump&gt;Hillary\n', 'RLCscienceboss: Mark Buckley in the Big Blue Live Free or Die Roadshow Bus. ""A lot of people think that Bernie https://t.co/rgGGukIl8D\n', 'RLCscienceboss: ""We will support Trump if we can\'t get Bernie."" Mark Buckley\'s ""Big Blue Bernie Bus"" attracted a https://t.co/9yMMqeMUqh\n', 'RLCscienceboss: ""We will support Trump if we can\'t get Bernie."" Mark Buckley\'s ""Big Blue Bernie Bus"" attracted a https://t.co/9yMMqeMUqh\n', 'RLCscienceboss: Sights and sounds from around the New Hampshire primaries included odes to Bernie, the C-SPAN https://t.co/ZYJf3chWyZ\n', ""The_Cantidates: More shameless promotion and I'll never remember his name but this guy was actually a Bernie https://t.co/VbCyfEN929\n"", 'mikeassad: Crowd at @marcorubio party cheers when race is called for socialist Bernie Sanders. #nhprimary\n', 'usgingerCA: #berniesanders vs #donaldtrump in the coming #elections2016 ~ @ New Hampshire Primary https://t.co/KmpC3ITzp8\n', 'dcopewbz: #Marco Rubio supporters watching Bernie Sanders victory speech. #wbz https://t.co/kKkYeJbIKf\n', 'dcopewbz: #Marco Rubio supporters watching Bernie Sanders victory speech. #wbz https://t.co/kKkYeJbIKf\n', 'Killballmedia: Congratulations @waywardwinifred @berniesanders berniesanders2016 for your resounding victory in https://t.co/dSG8HPdvjg\n', 'mikeassad: Crowd at @marcorubio party cheers when race is called for socialist Bernie Sanders. #nhprimary\n', 'usgingerCA: #berniesanders vs #donaldtrump in the coming #elections2016 ~ @ New Hampshire Primary https://t.co/KmpC3ITzp8\n', 'dcopewbz: #Marco Rubio supporters watching Bernie Sanders victory speech. #wbz https://t.co/kKkYeJbIKf\n', 'dcopewbz: #Marco Rubio supporters watching Bernie Sanders victory speech. #wbz https://t.co/kKkYeJbIKf\n', 'Killballmedia: Congratulations @waywardwinifred @berniesanders berniesanders2016 for your resounding victory in https://t.co/dSG8HPdvjg\n', 'annabelpark: Spending Valentines Day with loving @berniesanders supporters, retired school Nancy Brennan and https://t.co/TOZF77GzCf\n', 'annabelpark: Spending Valentines Day with loving @berniesanders supporters, retired school Nancy Brennan and https://t.co/TOZF77GzCf\n', 'annabelpark: ""Of course he\'s going to win!"" Talking about @berniesanders with Art Brennan while swinging. https://t.co/K9IsdANmqZ\n', 'annabelpark: ""Of course he\'s going to win!"" Talking about @berniesanders with Art Brennan while swinging. https://t.co/K9IsdANmqZ\n']"
